SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009
50,3,6,47,147,Tennessee,Robertson County,54433,54433,54829,55962,56954,57874,58871,60019,61928,63652,65424,66581
50,3,6,47,149,Tennessee,Rutherford County,182023,182023,183577,189690,196074,202672,210774,219976,231510,242005,250366,257048
50,3,6,47,151,Tennessee,Scott County,21127,21127,21171,21450,21532,21460,21546,21681,21820,21948,21944,21866
50,3,6,47,153,Tennessee,Sequatchie County,11370,11377,11428,11540,11772,12044,12362,12710,13125,13464,13672,13915
50,3,6,47,155,Tennessee,Sevier County,71170,71170,71701,73218,74398,75636,77311,79607,82075,83952,85361,86243
50,3,6,47,157,Tennessee,Shelby County,897472,897472,898279,899543,902605,906280,908922,912418,919179,919964,919137,920232
50,3,6,47,159,Tennessee,Smith County,17712,17712,17792,17962,18096,18208,18263,18466,18663,18857,19130,19201
50,3,6,47,161,Tennessee,Stewart County,12370,12370,12447,12555,12679,12717,12669,12870,12886,13037,13257,13340
50,3,6,47,163,Tennessee,Sullivan County,153048,153050,152921,152421,152605,152392,151601,151974,152505,153500,154039,154552
50,3,6,47,165,Tennessee,Sumner County,130449,130449,131163,133631,136009,137950,140853,143782,148547,152578,155704,158759
50,3,6,47,167,Tennessee,Tipton County,51271,51271,51537,52517,53064,53575,53942,55202,56460,57719,58841,59495
50,3,6,47,169,Tennessee,Trousdale County,7259,7259,7308,7288,7287,7264,7301,7433,7531,7709,7816,7922
50,3,6,47,171,Tennessee,Unicoi County,17667,17669,17667,17559,17612,17687,17633,17558,17693,17702,17737,17740
50,3,6,47,173,Tennessee,Union County,17808,17808,17859,18283,18402,18581,18570,18637,18787,18931,19118,19164
50,3,6,47,175,Tennessee,Van Buren County,5508,5508,5511,5470,5491,5390,5377,5369,5350,5428,5488,5480
50,3,6,47,177,Tennessee,Warren County,38276,38276,38404,38682,38691,39072,39184,39372,39652,39910,40162,40481
50,3,6,47,179,Tennessee,Washington County,107198,107198,107488,107651,109294,110172,111133,112664,114895,116717,118874,120598
50,3,6,47,181,Tennessee,Wayne County,16842,16842,16833,17029,16965,16845,16761,16696,16664,16575,16519,16506
50,3,6,47,183,Tennessee,Weakley County,34895,34895,34894,34351,34208,33944,33544,33542,33336,33231,33379,33459
50,3,6,47,185,Tennessee,White County,23102,23110,23131,23408,23554,23608,23885,24254,24592,24966,25230,25444
50,3,6,47,187,Tennessee,Williamson County,126638,126641,128097,132234,136335,140826,146014,152208,159540,166732,172314,176838
50,3,6,47,189,Tennessee,Wilson County,88809,88808,89262,91051,93035,94836,97013,99762,103446,106535,110242,112377
40,3,7,48,0,Texas,Texas,20851820,20851818,20945963,21332847,21710788,22057801,22418319,22801920,23369024,23837701,24304290,24782302
50,3,7,48,1,Texas,Anderson County,55109,55106,55068,54110,54365,55573,55573,56031,56381,56754,56709,57001
50,3,7,48,3,Texas,Andrews County,13004,13004,12911,12769,12887,12816,12794,12743,12868,13144,13662,14057
50,3,7,48,5,Texas,Angelina County,80130,80130,80245,79983,80263,80662,80926,81126,82097,82585,82841,83675
50,3,7,48,7,Texas,Aransas County,22497,22499,22537,22517,23007,23384,23748,24405,24388,24327,24549,24826
50,3,7,48,9,Texas,Archer County,8854,8854,8917,8797,8882,8936,8987,8962,8937,8894,8973,8912
50,3,7,48,11,Texas,Armstrong County,2148,2148,2166,2149,2071,2053,2094,2124,2093,2059,2084,2065
50,3,7,48,13,Texas,Atascosa County,38628,38623,38874,39874,40823,41306,42079,42458,43009,43594,43925,44633
50,3,7,48,15,Texas,Austin County,23590,23590,23745,24191,24580,25033,25518,25762,26139,26656,27032,27248
50,3,7,48,17,Texas,Bailey County,6594,6594,6583,6539,6448,6501,6557,6534,6422,6282,6289,6273
50,3,7,48,19,Texas,Bandera County,17645,17643,17811,18197,18731,19117,19294,19483,19821,20318,20501,20560
50,3,7,48,21,Texas,Bastrop County,57733,57716,58293,61278,63774,66149,67559,68769,70375,72184,73436,74876
50,3,7,48,23,Texas,Baylor County,4093,4093,4080,3940,3900,3931,3932,3854,3833,3860,3723,3677
50,3,7,48,25,Texas,Bee County,32359,32359,32251,31815,31972,32852,32635,32439,32378,32437,32325,32487
50,3,7,48,27,Texas,Bell County,237974,237971,239135,242573,248009,253903,255529,261709,266536,278342,285598,285787
50,3,7,48,29,Texas,Bexar County,1392931,1392935,1397813,1414511,1439835,1462052,1487463,1511506,1550921,1588905,1621304,1651448
50,3,7,48,31,Texas,Blanco County,8418,8418,8456,8634,8702,8732,8856,8947,8967,8991,9082,9198
50,3,7,48,33,Texas,Borden County,729,729,715,676,681,660,664,630,624,586,599,595
50,3,7,48,35,Texas,Bosque County,17204,17204,17235,17330,17416,17541,17716,17785,17797,17785,17604,17631
50,3,7,48,37,Texas,Bowie County,89306,89313,89247,89224,89190,89300,89652,89933,91091,91564,92655,93964
50,3,7,48,39,Texas,Brazoria County,241767,241767,243152,248355,255306,261132,267879,274045,283934,293106,301228,309208
50,3,7,48,41,Texas,Brazos County,152415,152402,152903,154218,156870,159516,161181,163617,167874,170562,174864,179992
50,3,7,48,43,Texas,Brewster County,8866,8866,8877,8947,9097,9234,9182,9050,9094,9176,9280,9481
50,3,7,48,45,Texas,Briscoe County,1790,1790,1776,1723,1683,1678,1662,1601,1562,1494,1469,1428
50,3,7,48,47,Texas,Brooks County,7976,7976,7946,7670,7675,7643,7617,7589,7524,7472,7413,7377
50,3,7,48,49,Texas,Brown County,37674,37674,37713,37624,37813,37629,37960,38197,38507,38229,38106,38088
50,3,7,48,51,Texas,Burleson County,16470,16470,16533,16610,16561,16697,16723,16851,16624,16560,16566,16570
50,3,7,48,53,Texas,Burnet County,34147,34164,34546,35994,37305,38441,39869,40958,42544,43777,44583,45149
50,3,7,48,55,Texas,Caldwell County,32194,32185,32463,33698,34692,35244,36076,36216,36286,36630,37533,37810
50,3,7,48,57,Texas,Calhoun County,20647,20647,20665,20662,20381,20315,20347,20278,20319,20296,20453,20573
50,3,7,48,59,Texas,Callahan County,12905,12905,12917,12714,12800,12887,13105,13208,13215,13309,13342,13426
50,3,7,48,61,Texas,Cameron County,335227,335227,336443,342262,349544,357097,364330,370735,376882,382703,389164,396371
50,3,7,48,63,Texas,Camp County,11549,11549,11596,11460,11647,11698,11865,12174,12288,12518,12673,12793
50,3,7,48,65,Texas,Carson County,6516,6516,6505,6379,6488,6355,6329,6376,6323,6256,6164,6110
50,3,7,48,67,Texas,Cass County,30438,30438,30405,30014,29868,29676,29545,29444,29339,29350,29237,29203
50,3,7,48,69,Texas,Castro County,8285,8285,8219,8054,7897,7764,7592,7473,7275,7171,7118,7130
50,3,7,48,71,Texas,Chambers County,26031,26031,26162,26557,26967,27227,27682,28035,28342,28816,29366,31431
50,3,7,48,73,Texas,Cherokee County,46659,46663,46712,46722,46671,47121,47384,47577,47803,48118,48235,48473
50,3,7,48,75,Texas,Childress County,7688,7688,7688,7599,7544,7562,7587,7471,7531,7537,7562,7548
50,3,7,48,77,Texas,Clay County,11006,11006,11076,11154,11321,11309,11321,11363,11205,11116,10933,10893
50,3,7,48,79,Texas,Cochran County,3730,3730,3706,3655,3487,3434,3306,3252,3155,3087,2979,2927
50,3,7,48,81,Texas,Coke County,3864,3864,3849,3819,3757,3712,3604,3588,3568,3388,3356,3311
50,3,7,48,83,Texas,Coleman County,9235,9235,9178,9068,8858,8715,8656,8536,8606,8492,8578,8480
50,3,7,48,85,Texas,Collin County,491675,491772,500162,537779,568810,596599,627748,659840,699675,732986,763438,791631
50,3,7,48,87,Texas,Collingsworth County,3206,3206,3193,3102,3101,3030,3028,2979,2948,2969,3010,3058
50,3,7,48,89,Texas,Colorado County,20390,20369,20342,20192,20363,20502,20413,20415,20509,20523,20672,20650
50,3,7,48,91,Texas,Comal County,78021,78021,78748,81434,84247,86955,90995,94677,100243,105234,110119,114525
50,3,7,48,93,Texas,Comanche County,14026,14026,13994,13668,13498,13400,13482,13528,13549,13471,13478,13559
50,3,7,48,95,Texas,Concho County,3966,3966,3954,3860,3818,3783,3742,3703,3569,3584,3616,3579
50,3,7,48,97,Texas,Cooke County,36363,36365,36462,36898,37457,37685,37918,38251,38366,38422,38430,38650
50,3,7,48,99,Texas,Coryell County,74978,74978,75010,73772,73341,73573,72666,73148,71741,72605,73062,72529
50,3,7,48,101,Texas,Cottle County,1904,1904,1890,1783,1738,1710,1702,1671,1605,1542,1566,1566
50,3,7,48,103,Texas,Crane County,3996,3996,3949,3891,3867,3804,3801,3742,3738,3862,4021,4165
50,3,7,48,105,Texas,Crockett County,4099,4099,4026,3861,3858,3875,3870,3859,3746,3782,3792,3740
50,3,7,48,107,Texas,Crosby County,7072,7072,7056,6960,6854,6719,6627,6519,6472,6249,6210,6109
50,3,7,48,109,Texas,Culberson County,2975,2975,2944,2854,2812,2754,2665,2611,2545,2491,2435,2300
50,3,7,48,111,Texas,Dallam County,6222,6222,6227,6178,6094,6046,6071,6066,6002,6137,6265,6293
50,3,7,48,113,Texas,Dallas County,2218899,2218792,2225371,2267590,2280415,2287070,2297435,2316657,2353448,2381873,2411921,2451730
50,3,7,48,115,Texas,Dawson County,14985,14983,14941,14854,14411,14325,14011,14030,13925,13806,13735,13657
50,3,7,48,117,Texas,Deaf Smith County,18561,18555,18492,18294,18259,18171,18311,18294,18253,18339,18420,18353
50,3,7,48,119,Texas,Delta County,5327,5327,5337,5327,5432,5390,5508,5433,5500,5371,5455,5410
50,3,7,48,121,Texas,Denton County,432976,432973,438994,464862,489526,512229,533323,558026,589882,615172,637516,658616
50,3,7,48,123,Texas,DeWitt County,20013,20009,19980,20076,19977,19947,20044,20162,19885,19719,19626,19713
50,3,7,48,125,Texas,Dickens County,2762,2762,2729,2666,2698,2681,2652,2579,2489,2471,2416,2439
50,3,7,48,127,Texas,Dimmit County,10248,10248,10208,10063,10055,10068,9942,9988,9902,9764,9739,9772
50,3,7,48,129,Texas,Donley County,3828,3828,3829,3852,3849,3921,3941,3862,3808,3826,3715,3664
50,3,7,48,131,Texas,Duval County,13120,13114,13042,12889,12760,12611,12583,12479,12335,12146,12026,12010
50,3,7,48,133,Texas,Eastland County,18297,18297,18302,18031,18178,18213,18281,18320,18277,18325,18212,18167
50,3,7,48,135,Texas,Ector County,121123,121123,120685,120591,121768,122021,123243,124187,126076,128874,131180,134625
50,3,7,48,137,Texas,Edwards County,2162,2162,2141,2050,2016,1983,1952,1918,1887,1928,1944,1863
50,3,7,48,139,Texas,Ellis County,111360,111362,112394,115709,119498,123679,127171,131764,137523,142809,147909,151737
50,3,7,48,141,Texas,El Paso County,679622,679622,680942,684780,688771,694672,702433,708683,720756,727828,738416,751296
50,3,7,48,143,Texas,Erath County,33001,33001,33052,32877,33315,33641,34226,34490,35319,35482,35793,36184
50,3,7,48,145,Texas,Falls County,18576,18576,18517,18159,17850,17765,17636,17475,17334,16857,16794,16782
50,3,7,48,147,Texas,Fannin County,31242,31242,31342,31307,31588,32062,32247,32659,32870,32872,33018,32999
50,3,7,48,149,Texas,Fayette County,21804,21819,21830,22193,22274,22315,22332,22366,22472,22566,22805,22891
50,3,7,48,151,Texas,Fisher County,4344,4344,4335,4234,4202,4129,4046,4041,3998,3948,3907,3866
50,3,7,48,153,Texas,Floyd County,7771,7771,7737,7452,7290,7362,7131,6970,6840,6640,6493,6474
50,3,7,48,155,Texas,Foard County,1622,1622,1609,1623,1550,1527,1507,1457,1453,1398,1360,1334
50,3,7,48,157,Texas,Fort Bend County,354452,354452,358759,375122,396554,416208,437642,458234,484522,508260,532609,556870
50,3,7,48,159,Texas,Franklin County,9458,9458,9467,9595,9624,9699,9859,10906,10943,11028,10856,10841
50,3,7,48,161,Texas,Freestone County,17867,17862,17912,18095,18314,18333,18484,18582,18811,18820,19077,19390
50,3,7,48,163,Texas,Frio County,16252,16252,16194,16214,16294,16204,16161,16141,16140,16104,16138,16156
50,3,7,48,165,Texas,Gaines County,14467,14467,14438,14246,14074,14178,14226,14382,14559,14807,15071,15382
50,3,7,48,167,Texas,Galveston County,250158,250158,250719,254545,260102,265136,269569,274494,278865,283540,288489,286814
50,3,7,48,169,Texas,Garza County,4872,4872,4859,5032,4982,4943,5007,4789,4864,4744,4659,4659
50,3,7,48,171,Texas,Gillespie County,20814,20814,20911,21092,21543,22032,22321,22664,23242,23484,23872,24180
50,3,7,48,173,Texas,Glasscock County,1406,1406,1401,1345,1332,1324,1283,1265,1195,1162,1211,1221
50,3,7,48,175,Texas,Goliad County,6928,6930,6974,6997,7009,7067,6987,6969,6999,7001,7029,7033
50,3,7,48,177,Texas,Gonzales County,18628,18628,18673,18702,18850,19122,19299,19559,19513,19372,19498,19610
50,3,7,48,179,Texas,Gray County,22744,22744,22578,22094,21762,21511,21220,21356,21596,21830,22101,22074
50,3,7,48,181,Texas,Grayson County,110595,110595,110993,112375,113256,114358,114908,115526,117030,118191,118786,120030
50,3,7,48,183,Texas,Gregg County,111379,111379,111287,111642,112403,113152,113735,114366,115898,116938,117665,119637
50,3,7,48,185,Texas,Grimes County,23552,23554,23608,24170,24634,24853,24989,25072,25322,25752,25946,26011
50,3,7,48,187,Texas,Guadalupe County,89023,89034,89883,92075,94132,96445,99038,102313,107670,112581,117341,121432
50,3,7,48,189,Texas,Hale County,36602,36605,36581,35799,35460,35342,35971,35707,35733,35646,35179,35408
50,3,7,48,191,Texas,Hall County,3782,3782,3762,3756,3712,3692,3658,3600,3564,3410,3376,3327
50,3,7,48,193,Texas,Hamilton County,8229,8229,8233,8112,7960,8060,7965,7992,8064,8073,8082,8043
50,3,7,48,195,Texas,Hansford County,5369,5369,5345,5272,5195,5140,5111,5134,5144,5202,5345,5406
50,3,7,48,197,Texas,Hardeman County,4724,4724,4715,4582,4496,4458,4372,4293,4254,4126,4011,3874
50,3,7,48,199,Texas,Hardin County,48073,48073,48154,48375,48863,49158,49812,50607,50844,51741,52405,53424
50,3,7,48,201,Texas,Harris County,3400578,3400590,3413678,3483124,3557879,3615199,3670543,3732321,3855798,3909239,3980602,4070989
50,3,7,48,203,Texas,Harrison County,62110,62110,62057,62290,62003,61836,62371,62476,63294,63299,63775,64795
50,3,7,48,205,Texas,Hartley County,5537,5537,5538,5469,5095,5398,5293,5190,5181,5202,4905,4968
50,3,7,48,207,Texas,Haskell County,6093,6093,6043,5925,5712,5585,5465,5425,5259,5147,5090,5002
50,3,7,48,209,Texas,Hays County,97589,97582,99070,104899,111935,116379,120364,126470,133418,142000,149424,155545
50,3,7,48,211,Texas,Hemphill County,3351,3351,3325,3300,3300,3268,3281,3313,3321,3307,3410,3463
50,3,7,48,213,Texas,Henderson County,73277,73276,73540,74033,75046,76703,78224,78459,78923,78813,78757,78921
50,3,7,48,215,Texas,Hidalgo County,569463,569471,573398,588533,607449,627164,646523,665475,683719,701862,721275,741152
50,3,7,48,217,Texas,Hill County,32321,32321,32596,32921,33349,34058,34443,34647,35004,35223,35681,35840
50,3,7,48,219,Texas,Hockley County,22716,22716,22656,22571,22575,22676,22564,22636,22385,22224,22278,22272
50,3,7,48,221,Texas,Hood County,41100,41100,41468,42658,43635,44760,45768,46862,48378,49376,50724,51462
50,3,7,48,223,Texas,Hopkins County,31960,31960,32015,32178,32266,32493,32881,33103,33470,34023,34145,34581
50,3,7,48,225,Texas,Houston County,23185,23185,23160,23021,22980,22914,23017,22791,22705,22668,22531,22363
50,3,7,48,227,Texas,Howard County,33627,33627,33453,33029,32970,32599,32385,32034,31880,32167,32597,32940
50,3,7,48,229,Texas,Hudspeth County,3344,3344,3345,3356,3312,3224,3189,3218,3225,3202,3086,3115
50,3,7,48,231,Texas,Hunt County,76596,76596,76931,78212,79774,80179,81013,81433,82085,82398,82271,82831
50,3,7,48,233,Texas,Hutchinson County,23857,23857,23769,23176,23023,22603,22242,21902,21840,21716,21411,21538
50,3,7,48,235,Texas,Irion County,1771,1771,1769,1699,1740,1729,1702,1701,1757,1728,1707,1741
50,3,7,48,237,Texas,Jack County,8763,8763,8757,8645,8825,8798,8813,8819,8848,8690,8601,8497
50,3,7,48,239,Texas,Jackson County,14391,14391,14411,14215,14229,14134,14126,14144,14079,14002,14105,14274
50,3,7,48,241,Texas,Jasper County,35604,35604,35589,35622,35465,35239,35024,34978,34183,34329,34294,34370
50,3,7,48,243,Texas,Jeff Davis County,2207,2207,2229,2221,2180,2205,2202,2198,2204,2210,2247,2258
50,3,7,48,245,Texas,Jefferson County,252051,252051,251628,249190,248274,247251,246834,246063,240392,241488,242201,243237
50,3,7,48,247,Texas,Jim Hogg County,5281,5281,5268,5156,5152,5051,5045,5035,4971,4900,4960,4997
50,3,7,48,249,Texas,Jim Wells County,39326,39332,39375,39767,39939,40147,40504,40680,40683,41055,40963,41001
50,3,7,48,251,Texas,Johnson County,126811,126811,127978,131681,134816,138175,141338,143765,146192,149540,153889,156997
50,3,7,48,253,Texas,Jones County,20785,20785,20723,20122,19977,19902,19713,19527,19407,19154,19066,18961
50,3,7,48,255,Texas,Karnes County,15446,15446,15431,15387,15229,15184,15180,15049,15097,15050,15076,15029
50,3,7,48,257,Texas,Kaufman County,71313,71303,72091,75177,77743,81493,84564,87872,92055,96603,100399,103038
50,3,7,48,259,Texas,Kendall County,23743,23748,23965,24515,25169,26206,27086,28411,29855,31229,32923,34053
50,3,7,48,261,Texas,Kenedy County,414,414,419,416,420,414,423,433,401,387,383,369
50,3,7,48,263,Texas,Kent County,859,859,844,808,802,771,759,739,716,719,707,703
50,3,7,48,265,Texas,Kerr County,43653,43649,43826,44206,44654,44897,45571,46169,47082,47488,47928,48381
50,3,7,48,267,Texas,Kimble County,4468,4468,4490,4487,4498,4473,4509,4537,4492,4425,4431,4539
50,3,7,48,269,Texas,King County,356,356,358,314,309,312,317,295,292,292,281,286
50,3,7,48,271,Texas,Kinney County,3379,3379,3383,3385,3397,3294,3261,3279,3284,3313,3243,3274
50,3,7,48,273,Texas,Kleberg County,31549,31549,31510,31134,31194,31105,30890,30678,30491,30638,30729,30647
50,3,7,48,275,Texas,Knox County,4253,4253,4244,4018,3950,3884,3771,3622,3557,3467,3357,3322
50,3,7,48,277,Texas,Lamar County,48499,48499,48608,48488,48752,49009,49015,49046,49017,48974,48961,48965
50,3,7,48,279,Texas,Lamb County,14709,14709,14649,14496,14525,14472,14320,14251,13946,13815,13532,13162
50,3,7,48,281,Texas,Lampasas County,17762,17760,17877,18129,18682,19014,20217,19567,20270,20696,20909,20915
50,3,7,48,283,Texas,La Salle County,5866,5866,5877,5788,5828,5854,5901,5998,5905,5925,5818,5810
50,3,7,48,285,Texas,Lavaca County,19210,19210,19170,18864,18930,18887,18784,18756,18679,18648,18539,18539
50,3,7,48,287,Texas,Lee County,15657,15657,15717,16020,16135,16218,16167,16210,16185,16165,16224,16231
50,3,7,48,289,Texas,Leon County,15335,15335,15428,15490,15755,15813,15852,16108,16338,16377,16843,16923
50,3,7,48,291,Texas,Liberty County,70154,70159,70562,71632,73264,73712,74333,74384,74396,74810,75335,75779
50,3,7,48,293,Texas,Limestone County,22051,22051,22046,22045,22273,22393,22513,22399,22481,22407,22262,22287
50,3,7,48,295,Texas,Lipscomb County,3057,3057,3031,2940,2996,3024,2933,2930,2962,2998,2986,3094
50,3,7,48,297,Texas,Live Oak County,12309,12309,12279,12084,11919,11685,11569,11465,11352,11293,11201,11046
50,3,7,48,299,Texas,Llano County,17044,17031,17095,17430,17707,17881,17857,17958,17941,18279,18297,18274
50,3,7,48,301,Texas,Loving County,67,67,64,62,66,60,45,54,55,54,40,45
50,3,7,48,303,Texas,Lubbock County,242628,242625,243074,246447,248910,252427,254466,256252,259855,262895,265372,270550
50,3,7,48,305,Texas,Lynn County,6550,6549,6486,6406,6367,6142,6052,6035,6014,5781,5701,5674
50,3,7,48,307,Texas,McCulloch County,8205,8205,8171,7984,7838,7895,7986,7892,7915,7806,7873,7980
50,3,7,48,309,Texas,McLennan County,213517,213519,214093,215561,217272,219485,222335,223819,225559,228241,230849,233378
50,3,7,48,311,Texas,McMullen County,851,851,851,839,827,844,789,859,845,873,840,810
50,3,7,48,313,Texas,Madison County,12940,12940,12971,13675,12741,12939,13079,13048,13156,13245,13228,13333
50,3,7,48,315,Texas,Marion County,10941,10941,10945,11029,10933,10976,10818,10751,10724,10649,10421,10306
50,3,7,48,317,Texas,Martin County,4746,4746,4720,4687,4635,4522,4352,4390,4376,4416,4474,4581
50,3,7,48,319,Texas,Mason County,3738,3739,3741,3755,3742,3779,3829,3824,3873,3902,3885,3965
50,3,7,48,321,Texas,Matagorda County,37957,37957,37958,37912,37795,37832,37571,37320,36973,36732,37038,36978
50,3,7,48,323,Texas,Maverick County,47297,47297,47357,47561,48315,48959,49408,49852,50615,50999,51833,53203
50,3,7,48,325,Texas,Medina County,39304,39304,39462,39931,40486,41187,41868,42366,43199,43749,44228,44728
50,3,7,48,327,Texas,Menard County,2360,2360,2356,2321,2326,2285,2229,2165,2137,2104,2125,2127
50,3,7,48,329,Texas,Midland County,116009,116009,115487,115779,116953,117957,119145,120487,123391,126082,129159,132316
50,3,7,48,331,Texas,Milam County,24238,24238,24239,24379,24893,24793,24980,24833,24866,24729,24846,24628
50,3,7,48,333,Texas,Mills County,5151,5151,5127,5039,5055,4982,4989,5075,4971,4983,4991,4994
50,3,7,48,335,Texas,Mitchell County,9698,9698,9638,9576,9416,9342,9240,9273,9227,9287,9241,9347
50,3,7,48,337,Texas,Montague County,19117,19113,19132,19177,19115,19286,19314,19384,19581,19614,19640,19568
50,3,7,48,339,Texas,Montgomery County,293768,293767,297345,311693,326872,341928,358333,373445,393601,412630,431238,447718
50,3,7,48,341,Texas,Moore County,20121,20121,20102,20172,19947,19906,19980,19809,19969,19816,20200,20736
50,3,7,48,343,Texas,Morris County,13048,13048,13030,13146,13102,13036,12852,12832,12960,13014,12821,12635
50,3,7,48,345,Texas,Motley County,1426,1426,1442,1354,1331,1344,1301,1294,1280,1278,1270,1282
50,3,7,48,347,Texas,Nacogdoches County,59203,59201,59258,59615,59508,59900,60525,61064,61938,62569,63351,64117
50,3,7,48,349,Texas,Navarro County,45124,45124,45312,45994,46631,47036,47692,48159,48782,48818,49034,49440
50,3,7,48,351,Texas,Newton County,15072,15072,15039,14943,14773,14663,14208,14175,13819,13748,13726,13667
50,3,7,48,353,Texas,Nolan County,15802,15802,15749,15338,15048,15010,14871,14599,14590,14580,14909,14917
50,3,7,48,355,Texas,Nueces County,313645,313534,313300,311783,312891,312938,315324,317218,319029,318902,320319,323046
50,3,7,48,357,Texas,Ochiltree County,9006,9006,8985,9089,9013,8838,8962,9144,9273,9472,9589,9791
50,3,7,48,359,Texas,Oldham County,2185,2185,2192,2169,2127,2142,2116,2089,2087,2069,2082,2118
50,3,7,48,361,Texas,Orange County,84966,84966,84906,84140,83882,83621,83678,83602,81822,82496,82871,81816
50,3,7,48,363,Texas,Palo Pinto County,27026,27026,27084,27086,27056,27145,27086,27255,27557,27344,27532,27567
50,3,7,48,365,Texas,Panola County,22756,22756,22757,22718,22845,22864,22677,22867,23145,23028,23186,23310
50,3,7,48,367,Texas,Parker County,88495,88495,89241,91647,93961,96742,98903,101320,104690,108639,112054,114919
50,3,7,48,369,Texas,Parmer County,10016,10016,9981,9739,9825,9842,9759,9584,9431,9403,9284,9290
50,3,7,48,371,Texas,Pecos County,16809,16809,16707,16411,16284,15932,15846,15735,15810,15826,15887,16248
50,3,7,48,373,Texas,Polk County,41133,41139,41571,43085,44136,45072,45714,45944,46089,46463,46604,46530
50,3,7,48,375,Texas,Potter County,113546,113546,113733,114567,115809,117549,118324,119559,120711,120758,121143,121816
50,3,7,48,377,Texas,Presidio County,7304,7304,7352,7388,7492,7519,7475,7608,7508,7569,7527,7470
50,3,7,48,379,Texas,Rains County,9139,9139,9217,9709,10057,10384,10568,10738,11007,11221,11269,11287
50,3,7,48,381,Texas,Randall County,104312,104312,104713,105238,105859,106834,108366,109708,110751,112775,114291,116483
50,3,7,48,383,Texas,Reagan County,3326,3326,3296,3198,3116,3022,3010,2953,2933,2989,3022,3014
50,3,7,48,385,Texas,Real County,3047,3051,3062,2980,2943,2986,2967,2945,3016,3018,2927,2925
50,3,7,48,387,Texas,Red River County,14314,14314,14286,14176,13927,13693,13580,13421,13215,13063,12918,12765
50,3,7,48,389,Texas,Reeves County,13137,13137,13050,12684,12415,12031,11572,11263,11078,11104,11011,11046
50,3,7,48,391,Texas,Refugio County,7828,7828,7824,7751,7632,7511,7565,7517,7451,7320,7306,7225
50,3,7,48,393,Texas,Roberts County,887,887,883,872,847,804,815,822,811,843,856,878
50,3,7,48,395,Texas,Robertson County,16000,16013,16033,16023,15840,15777,15856,15977,15937,15819,15710,15706
50,3,7,48,397,Texas,Rockwall County,43080,43079,43880,47114,50819,54472,57969,62302,68653,73947,77775,81391
50,3,7,48,399,Texas,Runnels County,11495,11495,11476,11138,10958,10741,10674,10707,10429,10322,10250,10170
50,3,7,48,401,Texas,Rusk County,47372,47372,47359,47378,47406,47302,47537,47666,47974,48450,48949,49180
50,3,7,48,403,Texas,Sabine County,10469,10469,10444,10419,10401,10336,10287,10170,10245,10147,10114,10208
50,3,7,48,405,Texas,San Augustine County,8946,8946,8956,8806,8874,8856,8858,8781,8794,8685,8631,8574
50,3,7,48,407,Texas,San Jacinto County,22246,22241,22450,22762,23154,23707,24224,24342,24357,24790,24836,24902
50,3,7,48,409,Texas,San Patricio County,67138,67249,67362,66980,66960,67136,67763,68630,68472,68299,68338,68223
50,3,7,48,411,Texas,San Saba County,6186,6186,6201,6167,6049,5991,6055,5962,5938,5902,5849,5871
50,3,7,48,413,Texas,Schleicher County,2935,2935,2916,2944,2899,2763,2727,2743,2701,2746,2731,2731
50,3,7,48,415,Texas,Scurry County,16361,16361,16240,15746,15864,15728,15871,15790,15898,16039,16022,16222
50,3,7,48,417,Texas,Shackelford County,3302,3302,3299,3304,3323,3246,3152,3117,3080,3116,3045,3047
50,3,7,48,419,Texas,Shelby County,25224,25224,25264,25344,25458,25823,25755,25968,26123,26380,26505,26812
50,3,7,48,421,Texas,Sherman County,3186,3186,3182,3121,3140,3076,2999,2907,2873,2891,2941,2913
50,3,7,48,423,Texas,Smith County,174706,174706,175500,177511,180546,183345,186172,189910,194404,198018,201160,204665
50,3,7,48,425,Texas,Somervell County,6809,6809,6830,6900,7092,7232,7309,7415,7598,7702,7906,8031
50,3,7,48,427,Texas,Starr County,53597,53597,53818,54565,55862,57317,58668,59266,60240,60949,61552,62671
50,3,7,48,429,Texas,Stephens County,9674,9674,9637,9446,9354,9370,9286,9363,9396,9458,9520,9632
50,3,7,48,431,Texas,Sterling County,1393,1393,1373,1363,1357,1327,1307,1251,1185,1219,1249,1259
50,3,7,48,433,Texas,Stonewall County,1693,1693,1677,1568,1473,1429,1396,1351,1368,1376,1384,1354
50,3,7,48,435,Texas,Sutton County,4077,4077,4029,4036,4073,4022,4114,4190,4283,4294,4311,4273
50,3,7,48,437,Texas,Swisher County,8378,8378,8359,8228,8017,7958,7857,7744,7691,7631,7555,7424
50,3,7,48,439,Texas,Tarrant County,1446219,1446230,1454402,1488516,1523284,1552186,1580347,1612195,1662902,1709745,1749974,1789900
50,3,7,48,441,Texas,Taylor County,126555,126551,126468,125455,125341,125264,125753,125978,126082,126542,126651,127683
50,3,7,48,443,Texas,Terrell County,1081,1081,1061,1023,1019,1007,956,962,944,917,919,969
50,3,7,48,445,Texas,Terry County,12761,12761,12707,12432,12476,12411,12365,12207,12197,12141,12083,12142
