SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009
50,2,4,19,177,Iowa,Van Buren County,7809,7809,7817,7735,7736,7671,7664,7625,7640,7676,7690,7679
50,2,4,19,179,Iowa,Wapello County,36051,36051,36005,35954,35803,35716,35651,35771,35673,35344,35297,35334
50,2,4,19,181,Iowa,Warren County,40671,40671,40778,41010,41282,41943,42263,42923,43677,44292,44793,45275
50,2,4,19,183,Iowa,Washington County,20670,20670,20701,21000,20982,20994,21011,21037,21100,21152,21214,21258
50,2,4,19,185,Iowa,Wayne County,6730,6730,6725,6640,6635,6568,6501,6422,6391,6283,6267,6283
50,2,4,19,187,Iowa,Webster County,40235,40235,40195,40037,39672,39372,38930,38574,38550,38448,38372,38346
50,2,4,19,189,Iowa,Winnebago County,11723,11723,11743,11533,11329,11303,11189,11167,10943,10772,10689,10602
50,2,4,19,191,Iowa,Winneshiek County,21310,21310,21284,21236,21123,20896,20894,20871,20784,20824,20711,20629
50,2,4,19,193,Iowa,Woodbury County,103877,103877,103822,103311,102981,102441,102330,101211,101427,101382,101971,102831
50,2,4,19,195,Iowa,Worth County,7909,7909,7900,7801,7794,7719,7708,7715,7618,7623,7605,7541
50,2,4,19,197,Iowa,Wright County,14334,14334,14313,14055,13819,13624,13537,13377,13187,13039,12878,12716
40,2,4,20,0,Kansas,Kansas,2688418,2688811,2692810,2701456,2712598,2721955,2730765,2741771,2755700,2775586,2797375,2818747
50,2,4,20,1,Kansas,Allen County,14385,14386,14386,14147,14067,13872,13834,13625,13513,13407,13268,13203
50,2,4,20,3,Kansas,Anderson County,8110,8110,8090,8168,8090,8107,7992,7949,7861,7858,7958,7872
50,2,4,20,5,Kansas,Atchison County,16774,16774,16765,16792,16699,16688,16700,16567,16548,16447,16374,16411
50,2,4,20,7,Kansas,Barber County,5307,5307,5287,5123,5023,4952,4879,4829,4820,4716,4612,4593
50,2,4,20,9,Kansas,Barton County,28205,28205,28129,27904,27861,27777,27738,27880,27727,27694,27505,27464
50,2,4,20,11,Kansas,Bourbon County,15379,15379,15382,15354,15153,15100,14990,14845,14800,14821,14880,14884
50,2,4,20,13,Kansas,Brown County,10724,10724,10711,10567,10389,10282,10265,10093,10112,10022,9988,9927
50,2,4,20,15,Kansas,Butler County,59482,59486,59675,59723,60119,60494,61089,61575,62390,62887,63452,64084
50,2,4,20,17,Kansas,Chase County,3030,3030,3029,2977,3020,2952,3006,2974,2960,2849,2821,2798
50,2,4,20,19,Kansas,Chautauqua County,4359,4359,4347,4247,4192,4153,4153,4003,3850,3775,3756,3745
50,2,4,20,21,Kansas,Cherokee County,22605,22602,22549,22266,22043,21913,21831,21389,21435,21410,21178,21064
50,2,4,20,23,Kansas,Cheyenne County,3165,3165,3156,3074,3016,2931,2892,2840,2820,2757,2728,2700
50,2,4,20,25,Kansas,Clark County,2390,2390,2387,2359,2320,2290,2267,2190,2128,2071,2079,2081
50,2,4,20,27,Kansas,Clay County,8822,8822,8812,8741,8645,8557,8528,8547,8581,8682,8796,8704
50,2,4,20,29,Kansas,Cloud County,10268,10268,10226,10053,9883,9787,9613,9580,9376,9313,9302,9263
50,2,4,20,31,Kansas,Coffey County,8865,8868,8893,8779,8727,8720,8609,8522,8539,8422,8442,8436
